SGB	ann	leave_mean	unleave_mean	p	type	FC	group
T2108174080_metabat2_bins_bin.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	5.3e-07	5.48e-08	2.97671419770973	C	3.2737445613774	leave
1111525849755503_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__QFOX01;s__	3.37e-08	1.3e-08	2.97095851628124	D	1.3742369681534	leave
1111525849862212_bin.24	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium mycetoides	7.69e-08	2.78e-08	2.97095851628124	D	1.46789871523832	leave
T2108174044_concoct_bins_bin.173	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp003640335	1.67e-06	9.18e-08	2.94514344115443	D	4.18521013883497	leave
SMGC_413		3.36e-08	1.92e-08	2.94501179130449	D	0.807354922057604	pass
T2108174103_concoct_bins_bin.127	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas aerolata	3.04e-07	8.9e-08	2.93724809135157	C	1.77219408247719	leave
1111525849853811_bin.40	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	2.13e-08	9.09e-09	2.93198380607422	D	1.22850123091909	leave
1111525849853977_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania;s__	5.82e-08	1.74e-08	2.93198380607422	D	1.74193184705956	leave
T2108173920_metabat2_bins_bin.51	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Urinicoccus;s__Urinicoccus sp001299455	4.89e-07	9.67e-08	2.92415278581854	C	2.33824667036275	leave
T2108173980_concoct_bins_bin.206		9.91e-07	7.34e-07	2.91924620121551	D	0.433104994343275	pass
T2108173980_metabat2_bins_bin.167	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp900546675	8.18e-07	6.35e-08	2.91924620121551	D	3.68727234616958	leave
SMGC_315		3.37e-08	1.79e-08	2.91911604268598	D	0.912789003917602	pass
1111525849853997_bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas yabuuchiae_A	4.06e-08	1.32e-08	2.91905115826752	D	1.62094179782672	leave
1111525849859186_bin.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	3.58e-08	1.13e-08	2.91905115826752	D	1.66363681484907	leave
1111525849863945_bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__JABCZZ01;g__;s__	3.68e-08	1.39e-08	2.91905115826752	D	1.40462088333351	leave
1111525849736752_bin.14	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus amylolyticus	3.96e-08	1.3e-08	2.91902953228205	D	1.60698880705116	leave
T2108174029_concoct_bins_bin.16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges;s__Alkanindiges hydrocarboniclasticus	2e-07	5.36e-08	2.91108748452872	C	1.89969509420431	leave
T2107171985_metabat2_bins_bin.18	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	5.16e-07	1.68e-08	2.90634196885732	D	4.94083792753186	leave
SMGC_461	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	3.94e-08	1.63e-08	2.9062121208575	D	1.2733236652253	leave
MET0282_bin.18	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	2.72e-08	1e-08	2.90614738635824	D	1.44360665147561	leave
T2108174062_concoct_bins_bin.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__	4.93e-07	2.17e-06	2.89346642759782	D	-2.13803549095393	unleave
SMGC_399		2.97e-08	1.55e-08	2.89333765437628	D	0.938194715526528	pass
T2108173961_metabat2_bins_bin.40	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp001552935	3.44e-07	3.4e-08	2.88504658518571	C	3.33880191345176	leave
T2108173980_concoct_bins_bin.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	1.05e-07	1.28e-08	2.88083454315194	D	3.03617361255349	leave
T2107171992_concoct_bins_bin.77	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	4.38e-07	4.93e-08	2.88062037422417	D	3.15127131811062	leave
T2108173980_concoct_bins_bin.200	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	1.74e-07	3.4e-08	2.88062037422417	D	2.35548065459839	leave
T2108174089_concoct_bins_bin.100	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister micraerophilus	8.09e-07	1.82e-07	2.88062037422417	D	2.15220125223128	leave
T2108174142_metabat2_bins_bin.42	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__	1.17e-06	4.15e-08	2.88062037422417	D	4.81725338312384	leave
1111525849863945_bin.15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	6.17e-08	1.64e-08	2.88042807519698	D	1.91157467453133	leave
1111525849853811_bin.41		2.84e-08	1.42e-08	2.86761221889395	D	1	pass
1111525849861985_bin.51	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JAATET01;g__JAATET01;s__	3.32e-08	1.38e-08	2.86761221889395	D	1.26651497456876	leave
T2109198874_concoct_bins_bin.21		4.8e-07	3.03e-07	2.85501628549075	D	0.663716612135567	pass
SMGC_272		5.96e-08	6.02e-08	2.85488940427897	D	-0.0144511562975404	pass
SMGC_282	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__	6.81e-07	1.44e-06	2.85488940427897	D	-1.0803421083176	unleave
T2107171985_metabat2_bins_bin.102	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	6.33e-07	1.78e-07	2.85259855831591	C	1.83032825846194	leave
T2108173991_metabat2_bins_bin.68	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	4.7e-07	4.03e-08	2.8422580270022	D	3.54380901292439	leave
T2108174013_metabat2_bins_bin.51	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	9.94e-07	5.25e-08	2.8422580270022	D	4.24285652389616	leave
SMGC_424	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella brunnea	1.12e-06	4.28e-08	2.84213179905934	D	4.70974412543118	leave
SMGC_449		2.68e-08	1.4e-08	2.84213179905934	D	0.936806173512806	pass
SMGC_51	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium coyleae	1.84e-06	3.07e-08	2.84213179905934	D	5.90532330046156	leave
T2108174131_concoct_bins_bin.38	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__	5.56e-07	6.96e-06	2.84211398515093	A	-3.64593051801258	unleave
T2108174127_concoct_bins_bin.89	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp014837045	4.61e-07	5.4e-08	2.83345474085427	C	3.09373543826587	leave
T2108174131_concoct_bins_bin.38	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__	2.76e-06	1.96e-05	2.83345474085427	C	-2.8281134822244	unleave
T2108173934_concoct_bins_bin.190		1.49e-07	1.71e-07	2.82952911068539	D	-0.198683994423736	pass
T2108173992_concoct_bins_bin.109	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1375;s__UMGS1375 sp900066615	1.03e-07	4.19e-08	2.82952911068539	D	1.29762218837123	leave
SMGC_309		3.61e-08	1.86e-08	2.82940330281564	D	0.956696215779139	pass
SMGC_326		1.3e-07	7.03e-08	2.82940330281564	D	0.886915028843282	pass
1111525849755503_bin.15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__	4.44e-08	1.25e-08	2.82934055913156	D	1.82863158168802	leave
1111525849853811_bin.17_new	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	4.15e-08	1.22e-08	2.82934055913156	D	1.7662301886714	leave
SMGC_12		1.05e-07	7.6e-08	2.82934055913156	D	0.466318004222537	pass
T2108174126_metabat2_bins_bin.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus pacaensis	3.32e-07	3.93e-08	2.8168295570518	D	3.07858202397568	leave
SMGC_25	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia;s__Facklamia languida	2.46e-06	2.02e-07	2.81670424181309	D	3.60623111747481	leave
SMGC_342		8.73e-08	4.51e-08	2.81670424181309	D	0.952854220374059	pass
1111525849743663_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DSM-16000;f__;g__;s__	4.77e-08	1.56e-08	2.81664188247627	D	1.61244323714326	leave
T2108174096_metabat2_bins_bin.73	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__	9.32e-07	1.99e-07	2.80764305488368	C	2.22756152411063	leave
T2108173961_metabat2_bins_bin.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	8.57e-07	1.74e-07	2.80415899513659	D	2.30020789826377	leave
T2108173978_metabat2_bins_bin.156	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus_A;s__Lactococcus_A raffinolactis	7.07e-07	7.5e-08	2.80415899513659	D	3.23674771431352	leave
SMGC_338		4.08e-06	5.85e-06	2.80403451685635	D	-0.519867472499271	pass
1111525849480937_bin.7		9.21e-08	5.36e-08	2.80395155115299	D	0.780968155633563	pass
T2108174117_concoct_bins_bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	2.77e-07	1.04e-07	2.79497545602713	C	1.4133024479081	leave
1111525849758776_bin.19	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__;f__;g__;s__	5.01e-08	1.71e-08	2.79133188065481	D	1.55081427830931	leave
1111525849852267_bin.54	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces haliotis	1.21e-07	4.57e-08	2.79133188065481	D	1.40474097710389	leave
1111525849861727_bin.15		1.38e-07	1.02e-07	2.79133188065481	D	0.436099114806673	pass
SMGC_500		1.97e-07	3.39e-07	2.78839628787867	C	-0.783089643679968	pass
SMGC_482	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_N	3.71e-08	1.62e-08	2.77878247819784	D	1.19542537373618	leave
1111525849861985_bin.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	4.76e-08	1.35e-08	2.77872089701854	D	1.81800216625711	leave
T2108173992_concoct_bins_bin.102	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	4.66e-08	1.88e-08	2.7663230130361	D	1.30959729297664	leave
SMGC_175	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	2.11e-07	6.17e-08	2.76620029982294	D	1.77390060444513	leave
1111525849743258_bin.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__	9.81e-08	3.36e-08	2.7661389562165	D	1.54579190344048	leave
1111525849862289_bin.10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Zymobacter;s__	2.07e-08	1.01e-08	2.7661389562165	D	1.03527547474753	leave
SMGC_246		2.44e-08	1.61e-08	2.7615529244698	D	0.599820459448269	pass
SMGC_7		1.37e-07	9.56e-08	2.75376936601506	D	0.519093369867141	pass
1111525849736908_bin.30	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccalis	6.56e-07	2.6e-06	2.75356592805064	D	-1.98674390329773	unleave
T2108173931_concoct_bins_bin.15		7.86e-08	9.69e-08	2.74396260420325	C	-0.301967353156475	pass
T2108173990_maxbin2_bins_bin.37	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus parvatiensis	6.17e-07	1.14e-07	2.74150447267569	A	2.43623666498468	leave
1111525849862995_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__	3.07e-08	1.25e-08	2.7410628368281	D	1.29631056070809	leave
DSKIN0041-1_bin.16	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__	5.38e-08	1.33e-08	2.7410628368281	D	2.01617992705543	leave
DSKIN0041-1_bin.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__	5.57e-08	1.85e-08	2.7410628368281	D	1.59015205682372	leave
SMGC_119	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_B;s__	6.81e-08	1.86e-08	2.7410628368281	D	1.87235217690404	leave
1111525849644360_bin.32		3.13e-08	1.96e-08	2.7410425012789	D	0.67530900281741	pass
1111525849758776_bin.34	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	2.31e-08	1.07e-08	2.72856849599452	D	1.11028205501491	leave
1111525849861046_bin.19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	3.3e-08	1.08e-08	2.72856849599452	D	1.61143471208235	leave
T2108173918_metabat2_bins_bin.41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__	2.49e-07	4.01e-08	2.71869954420892	C	2.63447160050052	leave
T2107171985_concoct_bins_bin.77	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__	1.76e-07	2.38e-08	2.71628367563413	D	2.88654195021672	leave
T2108174044_concoct_bins_bin.147	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	5.77e-07	9e-08	2.71628367563413	D	2.68057441231581	leave
SMGC_254	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__	3.64e-08	1.67e-08	2.71616347146918	D	1.12409034772464	leave
SMGC_360	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	5.91e-06	7.6e-07	2.71616347146918	D	2.95908680673395	leave
SMGC_58	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis	3.89e-07	1.32e-07	2.71616347146918	D	1.55923222562774	leave
T2108174062_metabat2_bins_bin.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_C;s__	2.16e-07	6.09e-08	2.70611285161683	C	1.8265171791445	leave
T2108173978_concoct_bins_bin.221	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Knoellia;s__	2.44e-07	2.14e-08	2.7038468331824	D	3.5111984460491	leave
T2108173992_concoct_bins_bin.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066535	4.92e-08	2.29e-08	2.7038468331824	D	1.1033107172423	leave
SMGC_204	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis	5.97e-06	1.05e-06	2.70372716799844	D	2.50734160359868	leave
1111525849862995_bin.36		3.01e-08	1.72e-08	2.7036674575232	D	0.807354922057604	pass
1111525849483071_bin.25		1.82e-07	1.18e-07	2.70364748268944	D	0.625151590836855	pass
T2108173910_metabat2_bins_bin.144	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Salinicoccaceae;g__Nosocomiicoccus;s__Nosocomiicoccus ampullae	2.43e-07	6.97e-08	2.69355609981523	C	1.80172575262472	leave
T2108174062_concoct_bins_bin.88		7.74e-08	1.22e-07	2.69143900105253	D	-0.656475676305838	pass
T2108174126_metabat2_bins_bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__	1.03e-06	1.06e-07	2.69143900105253	D	3.28050816750738	leave
1111525849758776_bin.21	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__	3.18e-08	1.24e-08	2.69126062341904	D	1.35868664489748	leave
1111525849858814_bin.43	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__	4.33e-08	1.34e-08	2.69126062341904	D	1.69213402426895	leave
T2108174062_concoct_bins_bin.164	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__JAAZPT01;s__	2.84e-07	5.77e-07	2.67906044874843	D	-1.0226803891408	unleave
SMGC_276		2.02e-06	1.48e-06	2.67894223703603	D	0.448758117122845	pass
1111525849737484_bin.20	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CADCVT01;s__	9.23e-08	2.11e-08	2.67888293591129	D	2.12908764893859	leave
T2108174063_metabat2_bins_bin.56		3.1e-08	1.66e-08	2.66671115600429	D	0.901084973927313	pass
1111525849743575_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	5.48e-08	2.46e-08	2.66653438677311	D	1.15551757762129	leave
T2107171985_concoct_bins_bin.73	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	2.94e-07	3.43e-08	2.65439085349587	D	3.09953567355091	leave
T2108173980_concoct_bins_bin.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	4.81e-07	4.46e-08	2.65439085349587	D	3.4309212787371	leave
T2108174103_metabat2_bins_bin.20		5.86e-08	4.36e-08	2.65439085349587	D	0.426572529645322	pass
T2108174125_concoct_bins_bin.86	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	4.97e-07	9.32e-08	2.65439085349587	D	2.41484399179537	leave
DS1912041100-1_bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingopyxis;s__	5.35e-06	1.39e-08	2.65421510980902	D	8.58831019833973	leave
T2108174115_concoct_bins_bin.59	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria rosea	4.43e-06	1.26e-06	2.64374767998211	C	1.8138829650551	leave
T2108173980_metabat2_bins_bin.72	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis_A	3.37e-07	1.26e-07	2.64362684612151	C	1.41932485768194	leave
T2108174089_concoct_bins_bin.160	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp900762445	2.82e-07	2.22e-08	2.64209982174981	D	3.66706358093605	leave
SMGC_74		3.61e-08	1.9e-08	2.64198325430676	D	0.925999418556223	pass
T2108173907_metabat2_bins_bin.26	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium pyruviciproducens	2.38e-07	5.02e-07	2.63121921170938	C	-1.07672579064283	unleave
T2108174023_concoct_bins_bin.151	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900547085	2.82e-07	4.3e-08	2.63121921170938	C	2.7132865976967	leave
SMGC_124	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__	6.32e-08	2.47e-07	2.63113914706845	C	-1.96651457829494	unleave
SMGC_465	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium organophilum	2.82e-08	1.3e-08	2.63003109076884	D	1.11718353937034	leave
T2108173934_metabat2_bins_bin.48	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	7.34e-07	1.94e-07	2.62983770736267	D	1.91972341065608	leave
T2108173990_metabat2_bins_bin.37	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium muris	1.2e-06	4.2e-07	2.62983770736267	D	1.51457317282976	leave
T2108173992_concoct_bins_bin.129	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	4.66e-08	2.29e-08	2.62983770736267	D	1.02498235655734	leave
SMGC_529		1.48e-08	9.41e-09	2.62972179269531	D	0.653330547787775	pass
T2109199161_concoct_bins_bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	0.000241138	0.000540331	2.61945863902431	C	-1.16398443742758	unleave
T2109199163_concoct_bins_bin.30		3.09e-06	5.58e-06	2.61945863902431	C	-0.852658283924813	pass
T2108174044_concoct_bins_bin.85	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	1.94e-06	5.14e-08	2.61760487137792	D	5.23814448276797	leave
T2108174088_maxbin2_bins_bin.41		3.28e-07	1.87e-07	2.61760487137792	D	0.810657544730447	pass
SMGC_581		3.6e-08	2.59e-08	2.61748947570791	D	0.475044808643121	pass
1111525849862132_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	5.44e-08	1.51e-08	2.61743187935729	D	1.84905810192526	leave
